f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,-0.3095228455862885,0.4156044308650192,-0.0837968849642994,-0.7675599105627999,0.5733695615139626,-0.1148606310386794,-1.099084989597212,0.1269122845778183,-0.1587184344238531,-1.1840363856440188,-0.4255333540550217,-0.1980254940907609,-1.0604346392943662,0.2657449535902098,0.037274160748079,-1.4723419354492906,0.1992621034016399,-0.1061160113039791,-1.7359838531140692,0.133445275759786,-0.2074326343708179,-1.9674467519659151,0.0474486011238644,-0.2858543271408632,-0.9875866493077547,-0.1569087460370749,0.0072287983893838,-1.2980847946263028,-0.2279759453936353,-0.2120539915881071,-0.94666663510214,-0.0096453375428152,-0.2381514256650208,-0.7257614904267257,0.0284720968501308,-0.1903551629739025,-0.8590937234177451,-0.5225027623821547,-0.0506986519648935,-1.1278766402482288,-0.6373630239764897,-0.2750157399820681,-0.7928164055360236,-0.2781483389458767,-0.1896281536087556,-0.5720673675412872,-0.183540839378277,-0.0611356138564503,-0.6789544437178096,-0.866982738462277,-0.1197150089795997,-0.8999271204369025,-0.9008821116197946,-0.2855609542409688,-0.6778988885133522,-0.5732193271849091,-0.2359564354418903,-0.514092086768336,-0.4782646248275261,-0.1541658632419958,right
0.0,0.0,0.0,-0.2504858006258305,0.3795244076375276,-0.1112743207288209,-0.6880302176960311,0.5727733524763131,-0.1751123662720351,-0.9754415474909324,0.2172381195900253,-0.250236169758907,-1.0187942236673715,-0.3098793580136344,-0.32312609906795,-1.0254912337453157,0.0613608040981999,-0.0509621876564336,-1.425443174343453,-0.0202116425041497,-0.1957013351766496,-1.6658242551991294,-0.0588703534754645,-0.2836369395710365,-1.884112362430076,-0.1591966312598983,-0.3537359030101942,-0.9344994644979764,-0.3438534663761507,-0.0920627205447498,-1.1697859160998685,-0.3486014041953903,-0.3403815706247622,-0.8470886129748798,-0.073243040317907,-0.3748030527536388,-0.6606242460267351,-0.0404579816888019,-0.3311022738689435,-0.79567198765689,-0.6840478098116881,-0.1582855604995859,-0.9629132921247262,-0.6453890988403732,-0.394440444542686,-0.6571353020428721,-0.3121957744928968,-0.3079052023039374,-0.5114119976371528,-0.2768326974283596,-0.1829276042380192,-0.6124244986581917,-0.9864927156014603,-0.2384597618568636,-0.7826585295046091,-0.8995896472438132,-0.3727844494486895,-0.5734078060626446,-0.6068289705009623,-0.2940039153022507,-0.459577910671212,-0.5722176548473127,-0.2012021358886975,right
0.0,0.0,0.0,-0.2459918905113464,-0.5203982655609424,0.1377839894561611,-0.5499881191996306,-0.6489636748747956,0.166587526772718,-0.7611009951203149,-0.5038618631413804,0.1670839938168186,-0.8588123308991118,-0.2307840190404443,0.1498527570181366,-0.8170232629793052,-0.8243276446027653,-8.578859272463408e-05,-1.2603707529587398,-0.7973677745235899,-0.008775638901825,-1.5313963552232188,-0.749764479757769,-0.0096298733607369,-1.735621602063255,-0.6963951914351527,-0.0124026454049916,-0.8763112836079099,-0.4771577564247733,-0.0663250307586343,-1.0396831460290827,-0.1722935400800637,-0.0300610907464941,-0.8939422432135176,-0.1033679582367932,0.0328071839426571,-0.7563923260350804,-0.1591150630980939,0.064477560943471,-0.8547311176727507,-0.0846832705013647,-0.111688154999316,-0.9136294640963504,0.1404214902830724,-0.0447426600808826,-0.7900346221662097,0.1597148059706179,0.0248225185800949,-0.6877495858921855,0.106326478191731,0.0466588511440838,-0.8049327851484432,0.3133780265403814,-0.1490714662944156,-0.8299349760239724,0.3750607876687999,-0.0736142337044565,-0.7014579944070205,0.3731441490708925,0.0035055966792875,-0.6017170525897773,0.3328308505615718,0.0525796791124465,right
0.0,0.0,0.0,0.1659907370423587,-0.6172763345763329,-0.0404378400080022,0.4821754378760334,-1.1886316778042374,-0.1156549242770878,0.6362968300620298,-1.686559573358038,-0.1837346942563452,0.6355368651245827,-2.1460724670737945,-0.2376146918487028,0.8290337441977709,-0.9680557833958322,-0.1665799315497713,1.1978314022393115,-0.4944580804547873,-0.2284417217623878,1.0825345380756004,-0.3386068094368191,-0.2513208347149353,0.9301153667751346,-0.4084349525353883,-0.2657760993464303,0.8177703598043521,-0.5393814999622495,-0.2007965042622366,1.1890251749513356,-0.1026977266751107,-0.2090763859004275,1.0678157961460808,0.0021736631544181,-0.1794627004933915,0.917407168974998,-0.0819253517182272,-0.1750575439329049,0.768565301610852,-0.0783889061118777,-0.2306158760025027,1.053782216980678,0.2533945622199069,-0.2054963318842058,0.928845929892443,0.2905768996722331,-0.1288224148859743,0.7856817989199344,0.1853918435864709,-0.1036410725435974,0.6904938332933586,0.347913708414354,-0.265684796693689,0.8853380943710277,0.5123150564208694,-0.2217228640501955,0.7689543986301073,0.5220613395930076,-0.1391728709691199,0.6512509788311472,0.442118559762876,-0.0946220971100717,up
0.0,0.0,0.0,-0.0483429952960856,-0.491583133773262,-0.026164581990293,0.0544490751883294,-0.9266933124400586,-0.1004525443120143,0.2411735879500515,-1.092677556740718,-0.1820051274055792,0.3725267081957902,-1.025113311790246,-0.2587082553520616,0.0375689721763865,-1.2283106468429867,-0.1982229752670504,0.4451813098824788,-1.3550657477774826,-0.3034552567108379,0.4922140144799853,-1.108531761101364,-0.338808384337173,0.4086004043877966,-0.955451871173669,-0.3592301467507863,0.0349468253184174,-0.9669102615777913,-0.2527118229441025,0.5567271763103488,-0.9868644078017332,-0.3328256497113078,0.5352733186297295,-0.749833811887273,-0.3126747772454842,0.4046293521312504,-0.6816193788800787,-0.3069472453455345,0.0699468763043997,-0.6465470557866679,-0.3067283417421677,0.5733594146939265,-0.6114376834540698,-0.3617985461209204,0.531688935193433,-0.4539935496962008,-0.3209573368711431,0.4080446657999882,-0.4372999974308696,-0.3014830696132228,0.1213962676692396,-0.3094026319248126,-0.3667859085812978,0.5146953362727124,-0.2752753253408111,-0.3835848359274511,0.5013263009490968,-0.1982358679232738,-0.3465444024572865,0.4149741780786749,-0.1895480822440047,-0.3259826617561807,down
0.0,0.0,0.0,0.1199847300608593,-0.5306341222336354,-0.2288303314709241,0.0195820077907831,-1.2265888048813385,-0.3305248646841038,-0.1293005884700271,-1.6465658682029234,-0.396920003071348,-0.1784761449622675,-2.0715323984466214,-0.4386380598770449,-0.5903714394763602,-1.092644833472897,-0.2645449782643247,-0.3993670054912127,-0.8224064483452839,-0.4560426185359737,-0.1954811206182962,-0.7134117640663583,-0.5561462637160465,-0.1668480159878211,-0.7800324916116652,-0.6103571713257002,-0.7242181266281708,-0.6509081179767797,-0.2276548418442035,-0.4468850198347268,-0.3827729862609614,-0.3919710021044513,-0.204506834711652,-0.3638796319034682,-0.4156022413174873,-0.1778206355381356,-0.4910647637182697,-0.4213976592487481,-0.7422764618506642,-0.2348934966101674,-0.220101351444833,-0.4627272704566636,-0.0112140973313242,-0.3843968150042221,-0.245306084912953,-0.0540488485368919,-0.3554152833673092,-0.2219392167656031,-0.2003991253468785,-0.317997600733672,-0.7003093368465434,0.1217895409513091,-0.235809976551202,-0.4657313184855505,0.2588337219468726,-0.3482811940381703,-0.2743455087367019,0.1930826463414222,-0.341352460889486,-0.2283400131969818,0.0616023633427493,-0.3166011591813923,up
0.0,0.0,0.0,0.2041716380772898,-0.5732516817012802,-0.0626967754363757,0.5025474830244077,-1.113327224914336,-0.1303035873202693,0.6529973490193782,-1.5615846922824554,-0.1803062063640531,0.6747188286236775,-1.9773375817497685,-0.2148647480166016,0.9636832931224892,-0.6958339357561872,-0.1741725274183026,1.1641213741244911,-0.1277699365962659,-0.1884432859919058,0.9895297659869584,-0.098469723567933,-0.1869903136175026,0.8505945196426468,-0.2738734157308187,-0.203675280998112,0.9560821128473194,-0.2264745833733506,-0.1860544452015946,1.0840408489860187,0.1996564385966832,-0.1580833240661374,0.9184624203074576,0.1951676833516618,-0.134175563441198,0.7802796047128764,0.0835490248756861,-0.151864229855083,0.8827371805052705,0.2407372510870836,-0.1887019436712229,0.9673842561399628,0.5414795476279598,-0.1460896428729287,0.832036816084109,0.5148169933536888,-0.0920783679091745,0.6973028207956081,0.4078125464962082,-0.0931907266139606,0.7783759272418579,0.6647539641747523,-0.1973105801366865,0.8372503278788301,0.8350652960408302,-0.1576792327001993,0.7073230336445953,0.7699737326213475,-0.1017158888517613,0.6003570231760466,0.6641229924140464,-0.0785354696236773,up
0.0,0.0,0.0,0.1716885061697384,-0.7135238362007338,-0.0270122704739998,0.6739882065484605,-1.052957593442169,-0.0732737920151493,1.1671035767444522,-1.0092330845971962,-0.105158113128955,1.4875857695450498,-0.7991977392973693,-0.1328971770958331,0.6739728849675071,-1.18260498107427,-0.2193172634148697,1.2942255027160174,-1.358333117822243,-0.2998640456851569,1.670070449893795,-1.3997238215684276,-0.3254214003141724,1.970463450867768,-1.4083274364730594,-0.3469698701267324,0.7380389813253457,-0.628328185309571,-0.2459718552798822,1.2877551443594812,-0.72193264814753,-0.3703790912261461,1.1565753250323845,-0.7050411523457695,-0.3564700027168808,0.9538790170092172,-0.6944276743396486,-0.3167560544862797,0.7809005568430528,-0.0916323564895335,-0.2566615991911951,1.2578578151255964,-0.2987828669755705,-0.3219032848876293,1.1210619523799432,-0.2934487680065219,-0.2186677549222899,0.9496239950987412,-0.2775898373211539,-0.131020044029344,0.8089401443863427,0.3568253932214593,-0.2684753931051734,1.1887936001810435,0.0909034869956094,-0.2693656008985339,1.078351267074661,0.0773384158586874,-0.1698177326489702,0.9478279501314494,0.1323478162751306,-0.0910145839111287,left
0.0,0.0,0.0,-0.1805307958066714,-0.4941932311587542,0.0252435726553948,-0.5475602912445199,-0.7038211926979336,0.0107865850536428,-0.8378104155357807,-0.5153391746528985,-0.0001844791202108,-0.9539255420619468,-0.1691140611760203,-0.0180119064432646,-0.7026672783013097,-1.0173113216538805,-0.1401947505462945,-1.195015754106432,-1.0646444271299549,-0.2318759326712152,-1.5183198092373051,-1.067778070223851,-0.2863351864640514,-1.7714310846997228,-1.05469768144134,-0.3277233174303147,-0.7486795475595036,-0.6390996795642869,-0.1761548598447476,-1.1184971758698292,-0.267269117678267,-0.2651645187969199,-0.9506739767781952,-0.135210085448803,-0.2387739320631971,-0.7772766657715584,-0.2194499645764251,-0.207110276021679,-0.7695034934758685,-0.215795453605876,-0.2012030384074797,-1.0127189972251949,0.1044909062768345,-0.247937872743012,-0.8520231804153986,0.1720705517563889,-0.1719707534990953,-0.717053067520381,0.0618066632656777,-0.1175883645126605,-0.7606943289734104,0.2107317993894264,-0.2253132352441101,-0.8720376452415826,0.3723254043174232,-0.2436421486472585,-0.7090210766588284,0.4127089979685044,-0.182369040662793,-0.6026969021214375,0.3258242156601931,-0.1287626250057802,right
0.0,0.0,0.0,0.0454039018054069,-0.8047821007514235,-0.0480579452246119,0.2892720545746986,-1.3506788846179845,-0.0799985782794701,0.5502742502698633,-1.7437171575040142,-0.1021165293366148,0.6754542882322437,-2.111264075868121,-0.1162770796100948,0.8535958567350576,-0.8698765278445731,-0.0135153799500486,0.8718061008257411,-0.9559693916185584,0.0376393441040919,0.7232410915664864,-0.90439812244782,0.039971322491376,0.6270090887615399,-0.8181647793019841,0.0218069792407069,0.9129241707606334,-0.4081159884549845,0.0032860931850625,0.828765320407731,-0.5476878958576578,0.1025379787034689,0.6952094017369292,-0.5426379046454378,0.1104346009657994,0.6058031624337754,-0.4409938129370356,0.0727939883838601,0.8668703500222389,-0.0016587061463638,0.0268772756890003,0.8021569934090521,-0.1880506120109162,0.1067744674469187,0.6942454225990571,-0.203926799411827,0.1303669283907219,0.5952942558608162,-0.1317369530111484,0.1072726671445211,0.7906820893164412,0.3271958335054106,0.045943297885569,0.7670500680897606,0.1544146833324983,0.106012440020968,0.6798160112576663,0.1263975258517533,0.1561471764197171,0.6002154743155063,0.1771953511246009,0.1783848995131438,up
0.0,0.0,0.0,0.3136253086834835,0.2592647285457234,-0.2705388726812864,0.7318093578894617,0.2262389786920275,-0.3409393188765511,1.108097933282496,-0.1220436240209874,-0.3784479044436024,1.2993278915326216,-0.5133643255771886,-0.4003344448108275,1.050217368485245,0.4525448048348041,-0.057639227485651,1.472472505171423,0.5592387773015678,-0.1181451578976693,1.7238228064668562,0.5855572404981477,-0.1613736821006467,1.8928232668071967,0.5872843920744731,-0.197329181800699,0.9990405925133844,-0.0212240656127651,0.0383070952875708,1.3443628636429452,-0.2374025029670883,-0.0831370179863231,1.119645053103424,-0.1590946008944857,-0.1514404229729437,1.0270858186383205,-0.1070080000260956,-0.1577602154592489,0.9244349509979546,-0.4140624374897472,0.1013525395851626,1.2015153024641898,-0.7528919556413397,-0.0285439959996973,1.0316380523047242,-0.5974028419596286,-0.0831556609436086,0.8952109555816157,-0.418277324718651,-0.0825918116840262,0.7925876819470824,-0.7302796394816272,0.1419540950004988,0.9850372175254052,-1.1446296764687822,0.0349163603684265,1.0105270832510749,-1.4961594329667205,-0.0375192378826563,1.0140264695681842,-1.7446865954119226,-0.0710932182056615,left
0.0,0.0,0.0,0.1895246755154705,-0.682240788216952,-0.0047798192407438,0.6799346642266734,-0.9372005770614166,-0.0438891254208752,1.1570558059264229,-0.8665388848523246,-0.0686102658928407,1.4950935465356516,-0.6955475269375829,-0.0920919838758816,0.7562913461282608,-1.0826032711720388,-0.1981029546829395,1.3964471680262132,-1.1973577607685504,-0.2519481267788828,1.7542417551678655,-1.2124167137617314,-0.2619824058969652,2.040239259834433,-1.2121850014625493,-0.270242564397757,0.8126983323370296,-0.5388179143841524,-0.2218032365754008,1.3616272622066994,-0.5951163771110257,-0.2959858558319081,1.2316651131161391,-0.5865066520095136,-0.2596499942929978,1.0364398750807244,-0.5772715970069173,-0.2132351426947307,0.8367669341278429,-0.0221980382616556,-0.2266684249281192,1.3128368645867452,-0.1959758099007402,-0.2505846722158863,1.1679192997708665,-0.220273924190427,-0.1372768079657089,0.9998566093337632,-0.2186818553803498,-0.0518621595692922,0.8454491059861878,0.414570259882158,-0.2298351657941658,1.2039831193382686,0.1539830885413518,-0.1942443766198094,1.0912276616089422,0.1127201142710334,-0.0785759433217132,0.9672725805480038,0.1491910435488974,0.0067444098324608,left
0.0,0.0,0.0,0.3568784932034872,-0.5148638801427767,-0.1104839417383907,0.9107117874777853,-0.9831035533653304,-0.2543226883981794,1.253806732262367,-1.4556809156085897,-0.3666314394680816,1.3828910004544737,-2.0115957197263583,-0.4519756373502347,1.0340045369058009,-0.479187769569801,-0.4746102416277669,1.6028444683287335,0.3221031600492073,-0.6449704768770219,1.378859487009581,0.2809336384203431,-0.6755827903443603,1.1480857984896975,0.0049560910730391,-0.6764190752463458,0.8673897587704792,0.0583726357344173,-0.4941939313442721,1.428457106537599,0.7787476939421634,-0.6051365403068789,1.2119058584346245,0.6578192331173613,-0.5346786422855351,0.9891330742239268,0.4036612337222537,-0.4982227723080189,0.6949419123528731,0.5847767937070413,-0.5037008039912753,1.184930943079413,1.1669912326610348,-0.5479973302575667,1.0006955386897023,1.0113112388914034,-0.3881642755750752,0.7954009828700711,0.7829655751288553,-0.3026784361921879,0.5314727957988274,1.0575054284679946,-0.5189276939256727,0.9383103489992768,1.425958487938673,-0.4982727426630305,0.7783713279181405,1.274393913437082,-0.3595139162380567,0.6037967915984457,1.0865844436959855,-0.2788831430984752,up
